1,Herpestes javanicus
2,Alcelaphus buselaphus caama
3,Oxybelis fulgidus
4,Grus rubicundus
5,Colaptes campestroides
6,Vanessa indica
7,Priodontes maximus
8,Trachyphonus vaillantii
9,Melophus lathami
10,Buteo jamaicensis
11,Phaethon aethereus
12,Rhea americana
13,Himantopus himantopus
14,Anser caerulescens
15,Cacatua tenuirostris
16,Tachybaptus ruficollis
17,Coluber constrictor foxii
18,Equus burchelli
19,Phalacrocorax varius
20,Cercatetus concinnus
21,Cyrtodactylus louisiadensis
22,Papio ursinus
23,Varanus salvator
24,Nycticorax nycticorax
25,Zonotrichia capensis
26,Macaca radiata
27,Phalacrocorax brasilianus
28,Microcebus murinus
29,unavailable
30,unavailable
31,Colobus guerza
32,Manouria emys
33,Fratercula corniculata
34,Anhinga rufa
35,Sciurus niger
36,Rhea americana
37,Manouria emys
38,Boa constrictor mexicana
39,Alcelaphus buselaphus cokii
40,Mycteria leucocephala
41,Larus fuliginosus
42,Canis lupus
43,Ara chloroptera
44,Dusicyon thous
45,Lemur fulvus
46,Papio cynocephalus
47,Tursiops truncatus
48,Spizaetus coronatus
49,Antilope cervicapra
50,unavailable
51,Lutra canadensis
52,Chelodina longicollis
53,Melanerpes erythrocephalus
54,Leptoptilus dubius
55,Procyon lotor
56,Oxybelis sp.
57,Anas punctata
58,Megaderma spasma
59,Acanthaster planci
60,Felis chaus
61,Leprocaulinus vipera
62,Dicrostonyx groenlandicus
63,Gopherus agassizii
64,Eudromia elegans
65,Vanellus chilensis
66,Merops nubicus
67,Cygnus buccinator
68,Francolinus leucoscepus
69,Sciurus vulgaris
70,Toxostoma curvirostre
71,Thylogale stigmatica
72,Struthio camelus
73,Limosa haemastica
74,Columba palumbus
75,Toxostoma curvirostre
76,Axis axis
77,Alopochen aegyptiacus
78,Choloepus hoffmani
79,Corvus albus
80,Neotis denhami
81,Psophia viridis
82,Chlidonias leucopterus
83,Hymenolaimus malacorhynchus
84,Choloepus hoffmani
85,Suricata suricatta
86,Drymarchon corias couperi
87,Bison bison
88,Zalophus californicus
89,Tragelaphus strepsiceros
90,Crotaphytus collaris
91,Cebus albifrons
92,Lutra canadensis
93,Phalacrocorax brasilianus
94,Milvago chimachima
95,Aegypius occipitalis
96,Phalacrocorax carbo
97,Phalacrocorax carbo
98,unavailable
99,Sus scrofa
100,Fregata magnificans
101,Phalaropus fulicarius
102,Vanellus chilensis
103,unavailable
104,Spermophilus armatus
105,Creagrus furcatus
106,Cochlearius cochlearius
107,Mungos mungo
108,unavailable
109,Delphinus delphis
110,Ammospermophilus nelsoni
111,Castor canadensis
112,Butorides striatus
113,Paradoxurus hermaphroditus
114,Anas bahamensis
115,Alopex lagopus
116,Litrocranius walleri
117,Zenaida galapagoensis
118,Cebus apella
119,Phalacrocorax carbo
120,Cebus apella
121,Nectarinia chalybea
122,Zonotrichia capensis
123,Heloderma horridum
124,Cynictis penicillata
125,Leptoptilus dubius
126,Merops nubicus
127,Tamandua tetradactyla
128,Heloderma horridum
129,Spizaetus coronatus
130,Pteronura brasiliensis
131,Snycerus caffer
132,Eudyptula minor
133,Chelodina longicollis
134,Charadrius tricollaris
135,Felis wiedi or Leopardus weidi
136,Notechis semmiannulatus
137,Corvus albus
138,Grus canadensis
139,Spilogale gracilis
140,Cacatua tenuirostris
141,Pycnonotus nigricans
142,Lama guanicoe
143,Nyctea scandiaca
144,Tachyglossus aculeatus
145,Phasianus colchicus
146,unavailable
147,Felis concolor
148,Redunca redunca
149,unavailable
150,Lycosa godeffroyi
151,Oncorhynchus nerka
152,Myiarchus tuberculifer
153,Sylvicapra grimma
154,Graspus graspus
155,Phalacrocorax carbo
156,Coracias caudata
157,Lorythaixoides concolor
158,Nannopterum harrisi
159,unavailable
160,Ovis ammon
161,Macropus parryi
162,Bucorvus leadbeateri
163,Lama glama
164,Psophia viridis
165,Phalaropus lobatus
166,Petaurus breviceps
167,Myrmecophaga tridactyla
168,Varanus salvator
169,Macropus rufogriseus
170,Cereopsis novaehollandiae
171,Ourebia ourebi
172,Larus novaehollandiae
173,Phalacrocorax carbo
174,Anas platyrhynchos
175,Lutra canadensis
